,Review,Calification
1106,"Es un profe divertido y carismatico, sus clases son muy interesantes e interactivas.: El parcial es de memoria, por lo que uno debe tomar apuntes de todo, así uno crea que son datos que no valen la pena .",5.0
1107,"Es un excelente profesor, aunque para dictar una electiva es muy estricto, hacia quices empezada la clase y el que llegara tarde pues se perdia el quiz, los parciales eran sobre todo lo visto en la materia y hacia el final se volvian muy complejos, sin embargo la tematica es muy interesante y el señor la explica de una manera muy especial.: buen profesor
cumplido
Explica bien: Es dificil y hay que llegar temprano",4.0
1108,Muestra amor por lo que expone en cada clase. La dicta desde un punto de vista un poco filosofico abierto siempre a la discusion de los temas. Basta ir a las clases y tomar apuntes de lo que se diga en clase (junto con las exposiciones de los estudiantes) para pasar los parciales con muy buena nota. Se indispone si los estudiantes no muestran interes por los temas.,4.5
1109,"Un excelente profesor, enfocado a la educación, filosofía e historia de la ciencia.
Comunica muy bien su conocimiento e incentiva a los estudiantes a pensar, a crear un razonamiento propio.
Es muy agradable escucharlo hablar, siempre y cuando te gusten este tipo de temas, y se crean lindos debates en sus clases.: Llega muy tarde a clase.",4.5
1110,"Un verdadero amante de la filosofía de la ciencia que inspira y motiva a sus estudiantes. Además, las clases son entretenidas, ya que incentiva a los físicos a que debatan en torno a las ideas y concepciones de su saber científico. Gran aprecio por Carlos Augusto.",5.0
1111,"Un profesor con enorme saber, generalmente abierto al debate de cualquier tipo, con clases admirables que transmiten el amor por la ciencia. Se le puede preguntar casi de cualquier cosa a fin de abrir la discusión.: Tiene en cuenta participación en la clase solo de forma positiva
Complementa la exposición de los estudiantes de forma concreta (en cuanto a información).: Suele interrumpir de forma constante las exposiciones.
La nota depende en un (estimado) 90% de los parciales. ",4.5
1112,"Viejito amable y charlatan, muy charlatan. Algo desorganizado pero muy comprometido con su profesión.: Ayuda con nota. Muy cercano para cuestiones de clase y extra clase. : Parciales desmesurados en nota y no clara interpretación, mejor ser explicito con él.",4.8
1113,"La clase de Galileo con él es muy interesante y entretenida, aunque son un poco largas las clases debido a que son cuatro horas. Pero uno aprende bastante y se divierte con la materia. Y el profesor es buena gente.: La clase es chévere.: Para pasar la materia se debe realizar un solo ensayo y no es recomendable dejarlo para último momento. ",5.0
1114,"Un teso, es el mismo profesor que dicta la famosa Galileo y mejor amigo de Antanas Mockus. Las clases con él fueron bastante interesantes. Al inicio del semestre, el profesor propone una serie de temas concernientes a la filosofía de la ciencia, en base a los cuales se forman los grupos de trabajo. Da una ""nota representativa"" de participación en c...Leer más...: Como se promueve el debate en clase, a veces los compañeros se extienden mucho haciendo sus ""aportes"".",5.0
1115,": Su explicación y amor por explicar su materia genera que uno se interese por su clase, y a pesar de que la clase se basa en exposiciones durante el semestre, participa mucho y demuestra mucho conocimiento sobre el tema.: Solo hace dos parciales con mucho porcentaje. Califica asistencia ",4.8
1116,"Excelente persona. Muy amable, respetuoso, colaborador y atento. Aunque en clases, tiende a desviarse de la temática, siempre habla sobre asuntos interesantes de los cuales uno siempre aprende.
Es buen orientador, y ofrece buenos aportes a los trabajos de investigación que uno le presenta. Le agradezco por todo lo aprendido, lo cual seguramente pondré en práctica.
",5.0
1117,Uno de los mejores profesores de la universidad ,5.0
1118,"Como docente es el peor, se nota que sabe bastante de varios temas y en sus clases divaga mucho, pero nunca llega a hablar a fondo sobre los temas de la asignatura. Además en ocasiones envía las diapositivas y da por visto el tema. Sin embargo, es una materia que se puede dejar alta sin esforzarse y sin aprender. : Se deja alta.: No se aprende nada.",2.0
1119,Se puede pasar alta sin aprender nada. Ya si se aprende o no depende del estudio autónomo de las personas. Califica suave.,2.9
1120,"Es un profesor excelente, le gusta la puntualidad y le gusta divagar sobre diferentes temas, no le importa la nota y se pasa con facilidad, saca muchas notas lo que facilita pasar y los temas son muy sencillos, tiene varios monitores y lleva a varias personas a que den conferencias en clase, lo que hace divertida la clase: facil
",4.6
1121,: Se pasa con nota alta: No se aprende mucho y el profesor se desvía ,3.3
1122,"Este señor tiene serios problemas manejando la autoridad, es común escuchar comentarios machistas y muy fuera de tono en sus clases, considera cualquier menor incidente en clase producto de conspiraciones para boicotear su clase. Aunque explica bien, no volvería a tomar un curso con el, su irrespeto es desbordado y es una lástima que la universidad...Leer más...: Explica excelentemente : Faltas de respeto hacia los estudiantes cada clase",1.0
1123,"Es un profesor muy bueno en la parte intuitiva e interpretativa de la física, pero en la matemática es pésimo. En todas las demostraciones cometía errores, se estancaba o simplemente las copiaba porque no las entendía. : Hay buenos apuntes sobre la forma de interpretar algunos resultados de la física: Se sale muy mal preparado matemáticamente, y en un curso como este eso es fundamental",2.1
1124,Buen profesor. Es muy comprensivo con los estudiantes: Un poco desorganizado,4.9
1125,"Álvaro es muy querido y a veces hasta chistoso, aunque sí que es verdad que es un poco enredado y a veces explica a las carreras.: Sigue el libro al pie de la letra.: Es enredado.",3.5
1126,"Tiene bien estructurada la clase, pero no es muy bueno enseñando. Se basa muchísimo en el libro. Enseña los métodos numéricos desde su base, en vez de importar librerias. La nota total son 3 parciales (con algunos talleres para subir esta nota), donde el 80% de estos son a mano. : Es buena gente, tratando de hacer las clases lo más entretenidas posibles.: No entrega los parciales a menos de que se vaya a su oficina en horarios fuera de clase.
Los parciales a mano tienen un mediano componente de aritmética de calculos tediosos de hacer a mano.
No enseña muy bien.
Carece un poco de dominio de la parte matemática/teórica de los métodos.",3.5
1127,"El profesor es... normal. Vi laboratorio con él y si bien es cierto ene los laboratorios no se explica mucho porque se supone que se aplica lo visto en la materia teórica, siempre es importante explicar ciertas cositas, y aveces lo hacía, a veces no. Nos pidió una cartilla que hizo otro profesor, y en eso nos basamos para las prácticas, y algo que ...Leer más...",3.0
1128,Esta escoria merece tener una vida terrible.,1.5
1129,"El me dicto taller y solo pasaba a los estudiantes al tablero a resolver los ejercicios y a partir de ahí sacaba las notas. En general es flojo, le gusta humillar a sus estudiantes y no aporta nada diferente a lo visto en la magistral.  : Es fácil.: Es vago y prepotente.",3.0
1130,Muy regular. No parece comprometerse con su profesión y cuando siente que puede humillar a alguien lo hace. Exige pero no cumple. No aporta nada novedoso o interesante. ,1.6
1131,"Vi el laboratorio de mecánica con él (así que no conocí su verdadera naturaleza), las prácticas eran entretenidas, no había que hacer informes sino guías que el hacía, en general le puso notas buenas a todo el grupo.
Fue fácil, la parte de laboratorio de la materia lo dejé alto.: Es algo vago y poco dispuesto a resolver dudas.",2.5
1132,"Es un poco difícil entenderle, porque el va y lee las diapositivas, además de que le toca en auditorios con mucha gente, pero resuelve bien las dudas y sabe bastante: Es amable a la hora de resolver dudas: parciales difíciles",3.0
1133,"Nunca entendí algo durante todo el semestre,tiende a equivocarse en las diapositivas y su manejo de ellas es terrible,explica los temas muy por encima y sus clases son demasiado aburridas.: Sale por una gaseosa en parciales y durante ese tiempo puedes hablar con tus compañeros: No es justo calificando y en ocasiones llega a ser grosero,sus parciales son un poco difíciles y en clase solo lee diapositivas.",1.5
1134,Es un muy buen profesor pero no explica muy bien; y si se confunde puede que no vuelva a explicar.: Es muy inteligente: No explica muy bien,3.6
1135,"Es un muy mal profesor, en clase sólo se apoya en diapositivas que tienen errores y son difíciles de leer por los colores que escoge, los parciales son difíciles y califica a matar.: -usualmente sale 15 minutos por una gaseosa antes de los parciales y permite discutir las preguntas con los compañeros
-envia los parciales de semestres anteriores: -parciales dificiles
-no es muy receptivo al reclamar por notas de parciales
-muy altanero y grosero
-clases muy aburridas",1.5
1136,"Recibi fundamentos de mecanica (magistral) con él, se apoyaba en presentaciones que tenian varios errores pero los corregia al subirlas, demasiado exigente con los parciales: Es consiente de la dificultad y adecua las calificaciones a esto: Es demasiado exigente a la hora de calificar y los parciales aumentan su dificultad notoriamente",3.9
1137,"Es un profe muy apasionado, enseña de forma sencilla y divertida. Uno nunca se aburre en clase. Su notas van de acuerdo a lo que enseña, es muy amiable y siempre está dispuesto a aclarar dudas. : A final de semestre no entregò la retroalimentaciòn de todos los informes delaboratoria, por lo que no se supo què estaba mal con ellos. ",5.0
1138,"Excelente profesor, explica todo muy bien y es muy apasionado por el tema, esta siempre presto a ayudar y colaborar aun si no se es estudiante de el, es uno de los mejores profesores con los que he tenido clase, lo recomiendo mucho, me motivo mucho a seguir con mi carrera de Físico",5.0
1139,"Muy buen profesor, explica muy bien y establece una relación muy buena con los estudiantes, busca constantemente aumentar la pasión del estudiante hacia la carrera.: -Muy apasionado y hace que esa pasión se le contagie al estudiante
- Explica bien
-Es gracioso
-Se comunica muy bien con el estudiante
-En los parciales pone lo que enseña",5.0
1140,"Es excelente, generalmente de este curso se dice que es bastante cansón , pero con Dussan -que tiene voz de locutor- es pasable y se aprende. Califica de manera justa, aunque si se entregan informes pasada la hora límite no los recibirá. Es posible dejarla la definitiva sobre 4.0 sin mucho problema. ",4.5
1141,"El profesor es muy carísmático y buena gente. Siempre fue amable y llevó múltiples ejemplos físicos para explicar sus clases y para hacerlas más entretenidas. A veces se excedía en detalles y eso uno lo valoraba pues se notaba que se esforzaba por mostrar bien las cosas, sin embargo, eso no fue suficiente para el nivel del curso. A pesar de los eje...Leer más...: - Es muy amable, buena gente, prepara ejemplos, experimentos y cualquier tipo de programas para mostrar los fenómenos que explica.

: - Poca pedagogía, pues los ejemplos que trae, aunque parezca bueno, solo es algo divulgativo que se puede ver en youtube.
- Malas bases teóricas, pues aunque da ejemplos, como mencioné, no explica ni ahonda en detalles importantes y el estudio se vuelve totalmente autónomo.
- No deja talleres ni hace ejemplos, sus clases parecen totalmente divulgativas con poca profundización teórica, lo cual permite que haya una incertidumbre total a la hora de presentar los parciales, pues no se tiene ni puta idea de qué va a preguntar.
- Parciales, a veces, demasiado sencillos.
- Tareas escolares.
- Es fácil pasar",3.5
1142,"Tiene calidez humana y es muy relajado. Se aprende cosas interesantes y es muy claro en las explicaciones. Recomendado 100%. Da muchas oportunidades para tener buenas notas con quiz y trabajos.: carismático, puntual y organizado. : debería guiar un poco mas el trabajo autónomo de los estudiantes proponiendo ejercicios de libros.",4.4
1143,Le interesa que se aprenda y está dispuesto a responderte cualquier duda,5.0
1144,"Es muy buen docente y excelente ser humano. Es muy amable y siempre tiene la disponsicion para responder las dudas que el estudiante tenga.
Se interesa mucho porque el estudiante entienda los temas vistos en clase. 
Sabe mucho de los conceptos de la fisica y los explica muy bien de una manera didáctica, clara, y en ocaciones con experimentos en el ...Leer más...: Resuelve ejercicios en clase respecto a la temática vista y da concejos de como se podrían abordar estos problemas para solucionarlos de una manera correcta.",4.8
1145,"Es un duro, sabe muchisimo. pero es despectivo, los parciales (taller de electricidad) son duros, sus ejercicios abarcaran temas que ningun grupo ve en magistral. es un nivel muy alto.: Sabe mucho
la asistencia es un 50% (de taller): Grosero
No se detiene NUNCA",2.0
1146,"Tenía bastante miedo de él porque habían referencias muy divididas sobre su persona y docencia, sin embargo, puedo decir, sin temor a equivocarme, que es uno, o quizá el mejor, de los profesores que he tenido en mi vida. La manera de enseñar y de compartir el conocimiento es única y de un nivel muy alto. Sus clases son muy entretenidas y se aprende...Leer más...: - Letra bonita y organizada (lo cual es de valorar a estas alturas de la carrera)
- Buen tono de voz
- Excelente pedagogía
- Conocimiento amplio y profundo del tema que da
- Fraternidad (es muy especial con los estudiantes, a veces los abraza): - A veces es un poco duro respondiendo preguntas, sobre todo si son preguntas que ya he respondido durante de la clase. Si se le hacen preguntas novedosas o de cosas que no se han explicado es muy formal y a veces te felicita o te renombra, pero si es algo que ya dijo te puede casi que insultar xD.
- No hay mucho espacio para dudas, así que designan un monitor que es muy bueno, pero eso a algunos casi no le gusta. Este sería un punto ambivalente",5.0
1147,"Tiene gran dominio en el tema y buen carisma. Algunos parciales son muy largos (3 horas) y complejos, en general es un profesor exigente. Recomiendo estudiar los temas antes de entrar a clase.: Es amable, responde preguntas y habla claro.: aborda mucho tema y por lo tanto se debe tener bastante tiempo disponible.",4.0
1148,"Es gracioso, explica los temas muy por encima pero es porque el tiempo no da, sus clases son a veces aburridas pero es sencillo pasar con él y sus parciales se pueden dejar altos si hay buen autoestudio.: Parciales sencillos.
: Aburrido.
Enseña muy por encima. ",3.8
1149,"Es muy buena gente y sus parciales son bastante fáciles. Sin embargo, la clase magistral es bastante aburrida ya que solamente se dedica a leer las diapositivas.: -Parciales fáciles
-Amabilidad: -Clase aburrida",3.5
1150,"Frank es un buen sujeto, chévere y sus clases no son aburridas, pero si uno quiere aprender algo de física ii tiene que estudiar juicioso por cuenta propia de cualquiera de los textos guía ya que sus clases están hechas para dummies.: Tiene una personalidad muy bacana.: Los parciales son muy triviales y no sé que tan bueno sea eso.",4.0
1151,"Es una gran persona y sabe resto del tema, pero no enseña nada. Trata de enseñar para bebés y se la pasa haciendo malos chistes, siempre desvía una buena explicación por hacer un mal chiste por lo que se pierde la explicación. Sus parciales son en extremo fácil si uno repasa los ejemplos del libro y hace los ejercicios que él manda para estudiar. E...Leer más...: Parciales demasiado fáciles.: Casi no se aprende.
Malos chistes.",2.0
1152,"Ay Frank!
El profesor es muy bueno explicando en la clases magistrales, es excelente, una muy buena persona, dedicada, tranquila, y demasiado chistosa. Se preocupa por el aprendizaje, y si te toca taller con el, es pa un 5. Se deja sus parciales y taller re alto, la nota baja si te toco de laboratorio al Jose Edgar que no tiene ""corazon"" jajaja. (asi dice ese man). : Parciales re faciles y taller ejercicios y ejemplos del Serway vol2.: Ninguno",5.0
1153,": Es una chimba de persona y explica supremamente bien para ser una clase de auditorio: Lo paila fue el man que me dicto laboratorio, era una cuchilla y nada, mala suerte si le toca con Jose Edgar Alfonso",5.0
1154,"Mmmm parce es un profesor extraño, la explicación de el man es difícil de entender y no se aprende mucho (mas por el horario de 7 jajjaja) porque se la pasa contando chistes que casi nadie entiende, pero los parciales son reeegalados, si fuera por el le pone el 5, pero si uno le pregunta por aparte se nota que sabe demasiado, en general y comparando con compañeros supongo que es la mejor opción : técnicamente regala su parte de la materia: Se aprende muy poco",4.0
1155,"El profesor prepara bien las clases y se esfuerza por enseñar el problema es que la clase es en un auditorio y es complicado concentrarse y por esos no siempre se aprende.
: -Llega temprano.
-Hace reir: Las clases se centran en las diapositivas y a veces es difícil concentrarse. ",4.0
1156,"El profesor se esmera por enseñar y hacer que todos entiendan la temática del curso, trabaja con diapositivas que saca del libro del Serway. Los parciales son sacados de los ejercicios del libro y generalmente repite parciales de semestres pasados. Cambia un número o dos respecto a los parciales de los lados para evitar copia y suelen ser cortos y ...Leer más...: Parciales sencillos: Un sólo libro guía.",4.1
1157,"El profesor es muy bueno, busca ayudar a todos, sus parciales son fáciles si se estudia el libro guía de la clase, es muy amable y divertido ",5.0
1158,Tiene dominio del tema pero va a toda carrera y se centra en el.tablero. califica duro los parciales y en ocasiones se ofende cuando algún estudiante formula preguntas  qie pueden ser complicadas para el de responder: Bastante conocimiento: En ocasiones muestra arrogancia al contestar dudas,3.4
1159,"Se nota que sabe mucho. Tiene todas sus clases bien planeadas y  aborda todos los temas del programa. Se debe estudiar mucho  mucho para sus parciales; no basta con lo visto en clase, hay que buscar uno de los libros recomendados para la asignatura, estudiarlo a profuncidad y hacer muchos ejercicios.: Sabe mucho. Aborda todos los temas: A veces va muy rapido. Se debe estudiar mucho para obtener buena nota en los parciales. Es dificil buscarlo para hacer preguntas fuera de las clases.",3.1
1160,"El hombre sabe mucho pero piensa que todos los estudiantes ya vieron la asignatura. No recomiendo meter con él física teórica, siempre coloca los problemas más difíciles para explicar un tema por lo cual si no sabes te vas a perder y te va a tocar intentar hacerlo SOLO en tu casa. Si no consigues entender bien los problemas ya es ley que te vas a t...Leer más...: Sabe mucho: Le dicta la clase al tablero.
Te dicta como si ya supieras el tema en su totalidad
Para explicar cualquier tema comienza por lo más difícil
No tiene horario de atención",1.5
1161,"A diferencia de otros profesores de la misma asignatura, él aborda todos los temas del curso, la nota se divide en una exposición, talleres y parciales. Suele ser generoso en la nota de los talleres, pero en los parciales hay que estudiar bastante, sin embargo, la mayoría del estudio se basa en los ejercicios desarrollados en clase y en los que dej...Leer más...: Es organizado, se ven todos los temas, los parciales son cortos por lo que es facil sacarse un 5: Ofrece poco horario de atención, a veces es difícil seguirlo mientras explica el tema",3.7
1162,"Hay que estudiarle, a veces no es muy didáctico pero brinda una introducción suficiente a la mecánica. ",4.6
1163,"Es un buen profesor, pero la gente lo suele calificar como malo solo porque es exigente, lo que debería ser considerado una cualidad, mas no un defecto.
sus parciales no son fáciles, pero tampoco imposibles, y la gracia de una universidad como esta es la de proponerse retos.",4.8
1164,"La verdad es un pésimo profesor, nada más que decir no se aprende nada a no ser de que tengas conocimiento previo y si no sabes no intenta enseñarte sino que te invita a meter ""matemática fundamental"" lo que implica cancelar la materia.: Ninguno",1.5
1165,"Es un muy buen docente. Los talleres son trabajables, los parciales son muy sencillos si se estudia y si se presta atención en clase. 

En clase de salón el profesor enseña muy bien, se nota su amor por la materia, molesta mucho y es buena gente pero le molesta que se le hagan preguntas de procedimientos algebraicos. : -Buen material de estudio.
-Responde preguntas de buena manera en las asesorías.
-Buen ambiente de clase. 
-Parciales fáciles.: -Se molesta con mucha facilidad.
-El profesor no califica, lo hace el monitor (y comete demasiados errores calificando)",4.5
1166,"Es buen profesor cuando solo tiene un grupo asignado.Cuando dicta clases magistrales es pésimo y no se entiende casi nada.En magistrales usa diapositivas que son muy desordenadas y no tienen la información clara.
Sin embargo cuando dicta la clase en salón es excelente, maneja los temas a la perfección y explica ejercicios bastante complicados. 
Las...Leer más...: -Parciales trabajables a veces un poco largos 
-Canta vallenatos 
-En general es buen profesor cuando dicta Taller 
-Los espacios de consultas son uno de los mejores que he tenido : -En magistral es pésimo y se complica bastante la materia si solo le dicta la magistral
-Diapositivas desorganizadas
- Es muy temperamental",4.0
1167,"En general el profesor es muy bueno. Es claro a la hora de explicar y las clases son muy amenas; siempre deja material para estudiar y los parciales son muy fáciles. Sin embargo, hay que tener cuidado a la hora de inscribir con él, porque dependiendo de si le toca magistral en auditorio o en salón, es una persona totalmente diferente. Cuando tiene ...Leer más...: -Parciales fáciles
-Clases divertidas
-Canta vallenato en los parciales
-Es muy paciente a la hora de resolver dudas
-Canta vallenato en los parciales
-Si dicta las tres partes de la materia, a veces coge una de las clases, así sea laboratorio, para hacer ejercicios para estudiar para los parciales: -Molesta mucho por la llegada tarde (después de 5 minutos no puede entrar)
-Las diapositivas están muy desordenadas (esto no es un problema si la magistral es en salón, porque explica en el tablero)
-La materia es mucho más difícil si dicta en auditorio
-Es muy susceptible y cuando se pone de mal genio, la clase es muy fastidiosa",4.5
1168,"Es un profesor exigente pero bastante bueno.  Sus clases son amenas, el problema es que la mayoría son magistrales. Cuando así es, utiliza sobretodo diapositivas y se entiende poco en el momento, aunque después son muy buen material.  Sus parciales son algo pesados pero pasables. Al final se aprende bastante.   : Clases amenas , buen material y se aprende bastante (aunque se requiere bastante estudio autónomo ) : Cuando usa mucho las diapositivas no se entiende casi nada.  ",3.9
1169,"El profesor es bueno, sus parciales son similares a los talleres que deja, las clases son amenas, el profesor hace que uno no se duerma, los que cuidan los parciales son los monitores ",4.0
1170,"Para el que de verdad quiere aprender, la clase con esta profesora es muy mala. Sus clases son muy aburridas, y si es despues del almuerzo, muchos terminan durmiendose. Parece que no prepara bien las clases y por esto no son interesantes, ademas algunos temas para esta asignatura en particular (que es basica por cierto), no los maneja completamente...Leer más...: Parciles faciles: Poco interes por enseñar. Califica con pereza. clase aburrida. No maneja completamente algunos temas. Textos dificiles de conseguir.",2.0
1171,"No tiene en cuenta que muchos de los temas de esta materia contienen conceptos avanzados, que no se han visto por los estudiantes, por ende deja muchas dudas y vacíos en sus explicaciones.
Su tono de voz es muy bajo, y a veces parece displicente su explicación.
Además tiene mala caligrafía, lo que hace complicado entender muchas cosas de lo que escribe, llevando a confusiones.: Parciales a cuaderno abierto.: Malas explicaciones.
Aburrida.",2.2
1172,": Su clase es fácil, sus exámenes a cuaderno abierto y ella da todo el procedimiento en la clase: Es aburrida y a veces uno se pierde cuando explica",3.4
1173,"Excelente profesor. tiene un excelente dominio del tema y es muy organizado preparando y dictando sus clases. Además si uno le trabaja a la materia da muchas alternativas para poder subir la nota como quices sencillos y talleres.: Buen dominio de la materia
Orden
No es difícil pasar: Ninguno",4.9
1174,"Laboratorio: Excelente profesor. Incentiva el estudio autónomo sin tirar a matar a los estudiantes. A principio del semestre forman grupos y se reparten todos los laboratorios, cada grupo es responsable de liderar un laboratorio, en la exposición de cada grupo solo interviene ara aclarar cositas que pueden no quedar claras, maneja bitácoras individ...Leer más...",4.5
1175,"Es uno de los mejores profesores de Física, sabe muchísimo y se puede aprender mucho de él, manejo perfecto del espectro teórico y una excelente interpretación de las ecuaciones. Muy comprometido con la materia. Deja talleres largos, que si se estudian y se hacen bien son suficientes para preparar los parciales. ",5.0
1176,"Es muy paciente y trata muy bien a los estudiante que tienen dudas, se esmera por resolver preguntas. En general las clases son buenas y es muy claro en los temas a tratar. Hace experimentos para fortalecer los temas aprendidos y se guiá mucho del libro de Griffiths. : Buena gente ",4.2
1177,El mejor!,5.0
1178,"Es un muy buen profesor, intenta llevar herramientas como videos,cuerdas,pelotas de diferentes mareriales,etc..para hacer entender mejor los temas, ayuda mucho si ve que el curso no va bien, deja talleres que si los resulves,pasaras los parciales. El único incoveniente es que se complica mucho explicando, puede ser solo movimiento uniformemente ace...Leer más...",4.0
1179,"La mayoría de la nota es entregando informes, los cuales califica muy duro pero de esa forma se aprende a hacerlos. Por otro lado, en sus clases no se experimenta con un amplio espectro de la mecánica lo cual hace sentir que se está perdiendo el tiempo, tampoco explica mucho la teoría.: Enseña a hacer informes: Califica duro y no se diversifica la experimentación en mecánica",4.0
1180,"No es una profesora destacable ni en buen modo ni en uno malo. Demasiado estricta con los informes: Explica muy bien el procedimiento a seguir
Resuelve dudas de una buena forma
Muy organizada y puntual
Prepara bien su clase: Califica demasido duro los informes
En el primer informe, baja por cosas que no explico en su clase sobre informes
Es difícil dejar la materia alta",3.7
1181,"Es una profe muy formal, exige mucho en los informes. Explica claramente la realización de los laboratorios y es organizada. Falta que se enfoque más en los fenomenos físicos que suceden en las experiencias. Siento que más que aprender sobre estos últimos, aprendí a hacer informes.",3.7
1182,"Es buen profesor para ver fundamento en física experimental: Enseña bien, no es muy complicado ganarle y hace talleres pre parcial: Mas experimentos",4.5
1183,"Buen profesor, da bonos en los parciales y califica suave, aunque esto puede ser algo perjudicial para la preparación de informes y bitácora en próximas materias lo cuál puede dejar bases poco sólidas. Deja buenas guías para preparar los laboratorios: - Amable
- Agradable
- Bonos: - Al ser más relajado en general en calificaciones puede generar bases regulares para próximas materias experimentales
- Más experimentos ",4.5
1184,"Buena maestra, explica muy bien y tiene buena actitud: Se aprende bien con ella: Es demasiado exigente al momento de revisar",3.9
1185,"Vi el taller de mecánica con ella, explicaba bien, pasaba al tablero y daba puntos. Eso sí, las entregas de ejercicios tenían que ser bien presentadas y explicadas.: Muestra buena disposición a resolver dudas. : Bajaba nota por detalles insignificantes",3.0
1186,"Vi taller de electricidad, es buena gemte le gusta que la gente pase al tablero a hacer los ejercicios, deja los ejercicios unos dias antes de la clase para hacerlos en grupo, a veces los recoge como taller, es ecigente para calificar: Los dias que explica se le entiende mas que al profesor de magistral: Hay que pasar al tablero a explicar y la nota del que pasa es para todo el grupo si llegas tarde no deja entrar ",4.0
1187,: Enseña muy bien: Califica muy duro,4.8
1188,"Buena profesora, corre mucho en clase magistral así que debes estar pendiente, también debes llegar temprano , los parciales son medianamente complejos, lo importante es pasarlos desde el comienzo y no depender del parcial final: Explica bien todos los temas
Muchas veces se sale temprano de clase : Va muy rápido",4.0
1189,Materia obligatoria para ingeniería y ciencias. Buena docente. : Orden. Califica justo. : La estructura de la clase como tal. ,4.0
1190,"Es buena persona, como profesor no es malo, pero tampoco es el mejor.
Es justo con la calificación, muy meticuloso a la hora de revisar la bitácora y el correcto desarrollo de los laboratorios.
Hay que dedicarle mucho tiempo extra a su clase pero, se aprende lo necesario.
Siempre está dispuesto a resolver las dudas de los estudiantes, aunque se suele enredar con la parte teórica.: Justo con la calificación.
Dispuesto a resolver dudas.
: Demasiado tiempo extra.
Cuando expone, se torna muy aburrida la clase.",4.0
1191,"Es buena persona y muy flexible en la calificación, en algunas ocasiones no entendía la explicación teórica pero experimentalmente si hay buena guiá. : buena gente, dispuesta a escuchar y resolver dudas.: teóricamente falta claridad.",4.3
1192,"Buen profesor, siempre dispuesto a resolver dudas y a hacer críticas constructivas. Es laxo al calificar y se requiere hacer bastantes informes, que no son muy dificiles: arriba : La clase es aburrida a veces",5.0
1193,"El profesor explica regular, si se tiene un buen profesor de taller se suple la falencia, los parciales son en parejas: Parcial en pareja: Estudio autonomo",1.9
1194,"Yohany es excelente persona y profesor , un profesional completo , sus magistrales las dicta con entusiasmo , a pesar del desinterés de los primíparos , procura acoger los temas más importantes y se esmera en dar lo mejor de él , lo cual es muy apreciable. Estudiando lo que él deja se puede dejar alta, siendo además responsable en el laboratorio y exigiendo el máximo en las sesiones de talleres. : Entusiamo
Parciales a Parejas ( Relativo)

: Tiempo de Dedicación
Organización ",5.0
1195,"La clase magistral es muy aburrida, creo que es la peor que he tenido, pero igual es muy facil con el, con que uno mire lo que envie ya pasa aparte que los parciales son de a parejas, yo falte a casi todas las magiatrales y solo medio leia lo que mandaba al correo y la pase, realmente si uno se esfuerza un poquito la ppuede dejar muy alta ",3.0
1196,"Este man es un completo teso, sus clases son muy buenas, profundas, basadas en el entendimiento, lleva experimentos a la clase y para ser física teórica nos enseño a hacer 2 simulaciones sencillas y dos laboratorios con su respectivo informe, gracias a su claridad explicando logra hacer que todos lo temas parezcan excesivamente sencillos, espero encontrármelo en muchas mas ocasiones.",5.0
1197,"como otros dicen, un gran ser humano, y eso ayuda mucho a hacer amena la clase, sin embargo realmente tiene experiencia y como capturarlo a uno, explico como pudo siempre temas interesantes sus parciales son relativametne faciles en especial el primero, sin embargo deja bastante trabajos grupales con gran porcentaje de nota, lo enamora auno de la f...Leer más...",3.9
1198,"¡Recomendadísimo!
Es un excelente profesional. Tiene un gran manejo de su área de conocimiento. Realmente le interesa que el estudiante aprenda. Es cordial y muy humano...Nunca te aburrirás en sus clases.",5.0
1199,"Explica bastante bien y resuelve todo tipo de dudas tanto en horas de clase como en la oficina,  deja bastante talleres y actividades para la casa pero los pocos parciales que realiza tienen el mismo valor que cualquiera de esas actividades: Resuelve dudas sin horario fijo
",4.5
1200,"Es de los mejores profesores con los que se puede inscribir Fundamentos de Física Experimental y, seguramente, cualquier clase de laboratorio. Es organizado en el desarrollo de los temas, siempre está dispuesto a resolver dudas y a atender a los estudiantes, sus explicaciones soy claras y concisas. Es exigente, pero es justo y se puede dialogar con...Leer más...: -Organizado
-Claro
-Tiene mucho conocimiento
-Es justo
-Es una muy buena persona
-Deja unas excelentes bases: -Es muy exigente con los detalles",5.0
1201,: Todos.: Puede ser un poco gruñon,4.7
1202,"Excelente profesor. Resuelve dudas y explica muy bien. Sus actividades son trabajables y ino aprende muy bien: Explica muy bien
Actividades trabajables: Es un poco bravo",5.0
1203,"Es un muy buen profesor, realiza constantemente experimentos que, comúnmente, no se realizarían en primer semestre de física como excusa de tomar datos de manera didáctica. De dichos datos deja muchos talleres(al menos uno semanal, aproximadamente 15 en todo el curso), los cuales fortalecen tus conocimientos; estos en conjunto equivalen al 60% de la materia, el resto son 3 parciales.",5.0
1204,"De los peores profesores del FEM, no le interesa llegar a clase, no le interesa que los alumnos entiendan, se le nota que odia tener que dar clase, llega tarde, hace explicaciones a medias y luego tira a matar. Ni siquiera fui capaz de terminar el semestre con él, me toco ir con un grupo de otros 10 estudiantes a pedirle a otro profesor que nos recibiera. : Sabe mucho: Llega tarde
No le gusta dar clase
No explica bien
Usa diapositivas 
No le importa si le entienden o no",1.5
