,Review,Calification
293,"Pros: Explica muy bien
Solidario con las calificaciones
Justo
Clases dinámicas
Pone muchos ejemplos realesCons: Puntualidad
Algo sangron",4.2
294,"Pros: Explica bastante bien, si tiene dudas se toma el tiempo para resolverlas, se enfoca bastante en hacer entender el conceptoCons: puntualidad, no revisa bien los talleres",4
295,"En general es un buen profesor, sin duda alguna le apasionan las matemáticas. Algunas veces se enfoca demasiado en las demostraciones y se enreda. Los ejercicios de los parciales no son muy complicados y es justo calificando.Cons: Puntualidad",4
296,"Explica los temas lo más detallado posible. El ritmo de la clase se determina por la participación de los estudiantes. Resuelve dudas y siempre está disponible para asesorías. Ha sido el primer docente con el que he aprendido esta asignatura.Pros: Los parciales son sencillos pero algo largos. Se debe prestar mucha atención ya que los errores bajan muchos puntos.

La nota de talleres y quices ayuda mucho. Cons: No tomó en cuenta unos puntos de participación para subir la nota del último parcial.",5
297,"La clase es medio aburrida, pero se le entiende y los parciales si uno pine atención a la clase y resuelve los talleres que deja son regalados y da muchas oportunidades ",5
298,"Vi dos materias y me parecio que explica bien. Algunas veces es bastante arrogante y orgulloso pero a mi se me hacia divertida la clase con sus chistes y actitud. Es escuelero, deja mucha ""tarea"" y varias veces toca leer el libro para entender como se deben de hacer algunos puntos, aunque con eso se estudia para los parciales. Al final deja bonus. Pros: Parciales trabajables.
Cons: Bastante trabajo extra clase.",4.2
299,"Enseña mas o menos bien aunque solo se guía del Grossman, llega a ser muy ofensivo a veces en clase, deja bastantes trabajos, parciales trabajables pero es muy injusto a veces para calificar, ademas que ni deja ver los parciales ya calificados (osea si deja pero lo empieza a amenazar con que si van a la oficina a revisar como califico les puede baj...Leer más...Pros: Aunque deja muchos trabajo sirve para estudiar para parciales
Parciales trabajables
Cons: Ofensivo
Injusto al no dejar revisar parciales
No siempre revisa los trabajos",2.8
300,Es muy arrogante. Cons: Es arrogante. Califica por caras,1.5
301,"Es un maestro excelente.Pros: Explica super claro, las clases son amenas y es inspirador en los temas que dicta.",5
302,Ese viejo es una porquería. Mala clase. Por lejos el peor profesor de matemáticas que he tenido en mi vida.Pros: Pff.Cons: No tiene que esforzarse mucho en mostrar cuán detestable es.,1.5
303,Cons: El segundo parcial siempre da a matar a los estudiantes ,1.6
304,"Sabe mucho, creo que su experiencia y formación no permiten controvertir este punto, sin embargo su método de enseñanza es bastante carente de calidad.
Creo que ha perdido el amor a enseñar quizás por que cree que lo que enseña es extremadamente fácil (lo puede ser, pero a la universidad vamos a aprender eso que es ""fácil"" para algunos).Pros: Llega puntual a clase.
Parciales trabajables.Cons: Desde el comienzo llega predispuesto hacia algunas y dice que por las caras ya sabe quién va a perder.
Como ya lo anotó alguien, califica por caras.
Es sobrador y arrogante cuando se le pregunta algo que no se ha entendido.",2
305,"Basa sus clases en el Thomas,  explica bien en general, deja muchaaaas tareas , pero sirven para estudiar...  los parciales son fáciles , sin embargo es muy estricto calificándolos. Como persona si es muy regular. ",3.5
306,"Es una basura de profesor, no sabe nada, no explica, es grosero e irrespetuoso, lo peor de la universidad",1.5
307,"No se aprende, parciales duros l",2.6
308,"El profesor es muy bueno, su método me gusta mucho, consiste en explicar brevemente el tema (sin demostraciones). Luego de esto el profesor deja una buena cantidad de ejercicios, los cuales se deben empezar a resolver dentro del salón y uno le puede preguntar mientras tanto aunque nunca me resolvió ninguna duda pues no le entendía nada Jajaja aunqu...Leer más...",4.1
309,"Es el mejor profesor con el que he visto clase, su formalidad y su manera de enseñar la infinitud es hermosa.Pros: Enseña bien y no es difícil pasar Cons: Ninguno",5
310,Pros: Pasar la materia es sencilla Cons: No profundiza ningun tema ,3.1
311,"Se aprende muy poco de matemáticas con él. 
Mete muchas ideas ""filosóficas"" en sus cursos y con eso logra cautivar a mas de uno pero en realidad del tema del curso poco enseña y a veces para algunos temas asume que es muy fácil o es algo que ya se debe saber.Pros: Cumplido
Cons: Suele ser preferencista.
A veces ofensivo.
",2
312,"Fernando Zalamea sabe muchísimo de  matemáticas, es un puto amo. Pero considero que no es buen profesor, da por sentado que uno sabe muchas cosas (pero se supone que él las debe enseñar), no se profundiza en los temas del curso por la misma razón, lo único 'bueno' es que es fácil pasar con él, pero se tendría que estudiar mucho por cuenta de uno.Pros: Se pasa fácil.Cons: Uno queda con muchas falencias en el curso, pues no profundiza.",2.8
313,"El mejor profesor para el curso de Fundamentos de matemáticas, y posiblemente del Departamento de Matemáticas. En Fundamentos se hizo énfasis en la teoría cantoriana de conjuntos; fue una introducción genial a la carrera de matemáticas, nunca faltan las anotaciones históricas y la perspectiva global -en justa medida-. Cuatro parciales no tan compli...Leer más...",5
314,"Excelente profe, ademas de buena gente, explica muy bien. Vi mate basicas y vere diferencial con ella. Sin duda la mejor en su área",5
315,"Excelente profesora, hace agarrar mucho cariño a la asignaturaPros: Es buena onda calificando.

Realizó 9 Quizzes y solo dejó las 7 notas más altas.

Explica los temas demasiado bien, va a buen ritmo y es atenta a las preguntas de los estudiantes.

",5
316,Excelente docente. La clase no se hace monotona y aburrida puesto que ella va a toda maquina. Es muy exigente en cuanto a la escritura. Tiene la disponibilidad de aclarar dudas y bueno ojalá pudiera impartir otros cursos para tomarlos con ella. Pros: ordenada,4.6
317,"Buena profesora, más que justa con las notas. Explica bien los temas. Pros: Suele ayudar con las notas
Explica bien, es detallada y atenta con las preguntas en claseCons: En las horas de consulta, se transforma en otra profesora, con un afán extremo e incómodo de que el estudiante se vaya de la oficina cuanto antes",4.5
318,"Pros: Exigente
Organizada
Muy clara
Cons: Ante la falta de resultados de los estudiantes, impulsiva",3.9
319,"Buena profesora, es bastante tranquila y da una clase muy amenaPros: Siempre está dispuesta a admitir sus errores y corregirlos con tal de darnos una buena clase",5
320,"Excelente profesora, es de las únicas personas a las que e podido llamar pedagogos. El tema lo entiendes muy bien ya que explica de una forma ""amorosa"" y hace que la clase sea muy amena; y si no logras entender siempre esta para atender tus dudas después de clase.Pros: - Explica demasiado bien.
- No es nada cuchilla en los quizes y parciales.
- Se nota que se preocupa por enseñar y no por cumplir su jornada como profesora.
- Hay muchos mas pero no me quiero demorar. 
Cons: - No es alguien que se abra mucho a sus estudiantes en el sentido de que no se sale como su rol como profesora. Por ejemplo siempre te llama por usted y no dice adiós sino buenas tardes. Es bastante respetuosa, mas de lo que te esperas.",4.9
321,"Es muy tierna y explica bien y a un buen ritmo, hace muchos quices y quita los peores. Los parciales son lo visto en clase.Pros: Deja talleres semanalesCons: Puede molestarse cuando no se entiende algo obvio (para ella)",4.7
322,Hace Quizzes y explica bien. Quita las dos peores notas de los Quizzes.,5
323,"Genial. No es cuchilla, explica bien, responde dudas.",5
324,"Muy buena profesoraPros: Explica bien, Aclara dudas, es condescendiente",5
325,"Al principio una se lleva la idea que ya valió madres. pero al final sale uno con una idea totalmente distinta, se pone en los zapatos del estudiante y da oportunidades con el examen supletorio. ayuda bastante.Pros: Explica Muy bien
da parcial nivelatorio",5
326,"El profesor se confunde en ocasiones y hace confundir a los estudiantes, responde a las preguntas en tono burlesco lo que resulta incomodo",2.1
327,"El profesor sabe mucho, pero no sabe enseñar , es un poco grotesco y arrogante al pedirle ayuda, las demostraciones que hace son muy superficiales y las pide en el parcial.Pros: conjunto vacíoCons: Parciales difíciles, forma de calificar extraña",2
328,"Explica muy bien y se le entiende, es amable, califica justo, los parciales son bastante pasables si se estudia juicioso los talleres, a veces deja hacer quices en parejasPros: Puntual, Ordenado, amable.Cons: SI quiere aprovechar la materia tiene que hacerse adelante.",4.6
329,"Explica bien, parciales similares a talleres",4
330,"Excelente profesor, explica muy bien y no divaga, deja talleres para estudiar y califica lo justo, los parciales son trabajables siempre y cuando hayan hecho los talleres, muy respetuoso y amablePros: todoCons: nada",5
331,Se enreda con facilidad al explicar los temas,1.5
332,"Pros: Total dominio del tema, explica cada detalle, no hay un ejercicio que él no pueda resolver. Además, es capaz de resolverlos de maneras distintas.Cons: Exámenes difíciles, califica bastante duro. llega muy temprano :v.",5
333,Pros: Dicta una materia muy completa siendo riguroso en cualquie detalle se nota que el profesor dictando el curso y si deja para hacer talleres hacerlos Cons: Es muy exigente en los parciales califica muy duro,4.1
334,"Pros: Quices por parejas, las clases son entendibles y siempre está dispuesto a resolver dudas de clase y de los talleres.",4
335,"Pros: Excelente docente, está dispuesto a solucionar dudas en horarios de atención y quices de a gruposCons: En salones grandes la clase sería mejor si usara micrófono, pues en ocasiones no se escucha.",4.5
336,"Es un excelente profesor,  sin embargo las clases de los lunes con festivos , generó  que explicará muy rápido... pero en general bien,  hay que aprovechar el primer parcial y los quices. ",4.5
337,"Es una buena profesora, domina muy bien los temas y es amable.",4.8
338,Muy buena profesora. Explica bien aunque entenderle al principio es un poco difícil mientras uno se acostumbra. Es comprensible con los estudiantes y resuelve muy bien las dudas. Los parciales son cinqueables y ademas deja tareas para que uno refuerce mejor los temas. ,5
339,Es muy tierna y explica bien a aunque puede quedarse corta de tiempoPros: Los parciales son fácilesCons: Por el acento a veces es difícil entenderla o comunicar las duras,4.4
340,"Es relativamente fácil pasar su materia.
Se equivoca en la redacción de los exámenes, aunque esta dispuesta a corregir.
Se aprende lo necesario, pero no se profundizaPros: Es fácil",4
341,"Explica bien, aunque a veces le da muchas vueltas a detalles que no son necesarios, al principio cuesta entenderle por su acento, sus parciales son fáciles si se estudia, hay que hacer bastante estudio autónomo ya que el material que ella pone a veces está incompleto. En particular en este semestre puso algunos puntos en los parciales que eran algo ambiguos.Pros: Explica Bien
No es complicado pasarle",4
342,"Buena profesora, enseña lo justo y no profundiza mucho en los temas(más por tiempo que por falta de interés), es justa y puntual.
Se aprende lo básico y es deber del estudiante profundizar en los temas que se ven. Pros: Hace un taller previo al parcial en el cual se pueden conocer los temas del parcial.
Justa en la calificación.

Cons: No usa micrófono y por lo amplio del salón los que estan atras no escuchan .",4.7
343,"Excelente profesora, explica muy bien los temas, tiene claridad conceptual y busca que el estudiante aprenda, con un poco de trabajo autónomo se puede dejar alta.Pros: - Tiene una metodología muy buena, combina talleres, trabajo grupal, tareas..
-Es ordenada con el programa
-Sube a moodle los talleres, las diapositivas y material extra.Cons: -Su acento puede hacer difícil la comprensión de lo que explica.",4
344,"Explica por encima los temas según lo que va a preguntar en el parcial, los parciales valen diferentes porcentajes, pasa al tablero a resolver ejerciciisPros: Se puede pasar facilCons: Como es de rusia a veces no se le entiende lo que dice",3
345,"Explica muy por encima los temas quedandose corta en algunos de ellos . No es muy dificil pasar con ellaPros: Parciales sencillos
Cons: Es dificil manejar su acento 
En lo personal senti que no aprendi mucho de Integral y aun mas de los ultimos temas que explico",3
346,"Excelente profesora,explica muy bien y solo lo necesario,nada de ejercicios imposibles de resolver y parciales justos.",4.5
347,"Muy buena profesora.
Las clases son entretenidas, los temas del parcial son muy parecidos a los ejercicios hechos en clase y a la hora de calificar califica lo justo,
a veces se enreda un poco por su acento ruso
Pero en términos generales las materias son muy pasables con ellaPros: Llega tampranoCons: e enreda un poco por su acento ruso",4.5
348,"Pues al ser Rusa a veces es dificil entenderle las cosas,  y es un poco impaciente la mayor parte del tiempo teniendo dificultades para aclarar las dudas, pero en lo general es buena profesora.Pros: Buenos metodos de enseñanza.Cons: Impaciencia. parciales medio injustos donde pregunta cosas que nada que enseña.",5
349,"Es pésimo profesor, no abarca todos los temas del curso y no explica nada bien Pros: Califica suave Cons: No enseña nada ",2
350,"Es un buen profesor, los parciales eran lo que enseñaba, los quices eran ejercicios que hacía en clase o aparecía en los talleres.",4
351,"Le da mucho énfasis a la parte cualitativa. Los ejercicios con él son más de procedimiento que de razonamiento. Es un profesor muy amable y buena gente, pero no tiene el nivel de rigurosidad que se espera de un profesor del FEMPros: Es muy chistoso
Cons: Los parciales son muy procedimentales",3.7
352,PésimoCons: Los parciales difíciles y no tiene pedagogía,1.9
353,"Es buen profesor, se preocupa porque uno entienda, califica suave y da muchas ayudas, los parciales y quices son bastante trabajables si uno estudia. Hace la clase bastante amena y prepara sus clases, adicionalmente envía sus notas de clase para apoyar el contenido Pros: es buen profesor 
 siempre resuelve dudas Cons: su letra es un poco complicada de entender ",4.4
354,"No me pareció buen profesor. No se le entiende muy bien, aveces se toma toda la clase en un ejercicio que ni el mismo puede resolver. ",2
355,"Explica bastante bien y además complementa los contenidos de la materia con unas notas de clase bastante útiles. Los parciales no son nada complicados y da oportunidades para subir la nota. Por ej., suele eliminar los peores quices para mejorar esa nota.Pros: Es bastante justo, incluso hasta madre.
Se puede aprender y a la vez sacar una buena nota.Cons: A veces habla muy despacio, aunque lo compensa manteniendo entretenida la clase.",5
356,Pros: Trata de darle buen ambiente a la claseCons: No explica bien y aveces no se le entiende,2.1
357,Buen docenteCons: Explica un poco enredado,3.5
358,"Pros: Buen profesor, explica bienCons: Sus clases pueden ser aburridas",5
359,"Pésimas clases,solo son demostraciones en diapositivas pero jamás ejercicios,los parciales no son tan fáciles y las clases muy aburridas.Pros: Los quices son fácilesCons: Metodología mala.",1.5
360,Facil y buena gente aunque no se aprende mucho,3
361,"Aunque Sarria no tenga por costumbre dar materias para el departamento de Estadística, es un referente en análisis matricial, motivo por el cual es ideal para desarrollar un buen curso teórico de álgebra matricial, esto ultimo sumado a sus excelentes notas de clase (actuales) que contienen ejercicios muy completos y ayudan a orientar mejor un curso para pregrado que el libro de Harville.Pros: - Explica muy bien y difícilmente se perderá uno.
- Las notas de clases son claras y le servirán para mucho después de terminada la materia Cons: - El proyecto que el va a pedir no es de aplicación real como tal
- La parte de programación en R, es difícil que el la maneje bien, pero trata de colaborar
- Es de tiempo",4.7
362,"Explica bien, sin embargo con él hay que trabajar con él bastante, porque el man lo coge entre ojos si no es tan juicioso.
Es un poco machista.Pros: Enseña bien.Cons: Es machista.
A veces coge entre ojos a los estudiantes.",3.1
363,Es complicado,1.5
364,"Es un profesor de esos que saben muchisimo, y su prepotencia es tan grande como su conocimiento, maneja un sistema de puntos en clase para participar y si quieren sacar buena nota sera mejor que se postulen como monitores, los parciales son faciles, faciles de pasar, aunque algunos de sus puntos son absurdos pues nada tienen que ver con lo que se enseño en clasePros: Casi todos pasan
el sistema de puntos ayuda a pasar
Se duerme durante los parcialesCons: No se aprende casi nada
Se sale muy mal preparado para materias de mas alto nivel
",2.1
365,"Creo que no tiene buen método de enseñanaza. Explica los temas del programa, pero no presenta muchos ejemplos. Se debe trabajar completamente de manera autónoma. Los parciales no son complicados, pero se debe tener cuidado en los procedimientos porque solo vale la respuesta (en la hoja del parcial solo hay espacio par ala repsuesta). No es difícil ...Leer más...Cons: Llega tarde a la clase, por lo menos 15 min.
Habla mucho de temas que no tienen que ver con la clase lo que puede llegar a ser aburridor.
",2.5
366,"Tiene un caracter fastidioso, en clase no se aprende nada, y los parciales son en computador practicamente regalados, el unico modo de perder es tener problemas con el computador.Pros: Regala la materia Cons: No explica nada ",4.3
367,"El profesor se centra en un programa de computador (que por cierto solo está disponible para Windows), las clases son algo tediosas, porque el profesor se enreda explicando, divaga mucho y dice cosas no muy relacionadas con la clase.
Pros: Sencillo de pasar
Se aprende a resolver problemas usando programasCons: Malas explicaciones
Es obligatorio disponer de computador portátil
",2.5
368,"Pésimo profesor, no aprendes nada en realidad, los parciales son fáciles pero solo si ya viste la materia, en caso de que no sea así lo más probable es que te la tires.Pros: facilCons: no se aprende nada, siempre llega tarde, nunca usa tablero y se la pasa hablando de historia y cosas asi",1.5
369,"Con Chadid es facil pasar y dejarla alta, pero uno queda re mal preparado para los siguientes cursos.Cons: Solo explica en el computador",2
370,"Es un pésimo profesor si esta viendo la materia por primera vez, todo lo hace con un programa de computador así que si quiere aprender a hacer los procesos en cada ejercicio debe de estudiar por su propia cuenta. Sirve para subir el promedio, el sistema de puntos influye considerablemente en la nota final por lo que es mejor participar en clase. Si...Leer más...Pros: Se deja alta
Los parciales son sencillos
Los puntos ayudan a dejarla aun mas altaCons: Sale mal preparado para las siguientes materias
No se aprende prácticamente nada en todo el curso",2
371,"Es el profesor ideal si se quiere pasar relativamente facil pero no se aprende mucho en realidad, enfoca su clase hacia la parte computacional, es importante tener un PC portatil para desarrollar sus parciales, sumamente estricto con la nota, no da segundas oportunidadesPros: -Los parciales son relativamente sencillos y es facil dejarla alta.
-Los parciales son muy parecidos a los de semestres pasados.
-Da puntos por todo lo que ayuda  a subir la nota mas facilmenteCons: -Siempre llega tarde
-No se aprende mucho en realidad
-Se necesita PC para los parciales
-Dice la nota de los parciales frente a todos
",2.5
372,"Es un tipo muy descuidado con su materia, la dicta en desorden y es evidente que jamás prepara sus clases. No es un profesor con el que uno deba ver una materia si quiere aprenderla bien y al detalle (El curso tampoco tiene nivel)Pros: NingunoCons: Todos",1.5
373,"El man es buena gente, pero definitivamente no es docente, llega media hora tarde, no prepara las clases. Y califica es como por cara :v
Procure llevarsela bien con el cucho. 
Es más bien para que usted estudie por su cuenta si quiere aprender bien. 
También es bueno que le participe en clase, pues el tipo a pesar de no enseñar bien sabe demasiado, y resuelve dudasPros: Buena persona
Se estudia por cuenta propia. 
Sabe mucho del tema. 
Cons: Se nota que no le gusta enseñar. ",3.3
374,Cons: Quiere calificar parciales sin siquiera tomarse el trabajo de mirarlos,1.5
375,Hay que ser un genio para aprobar una materia con élPros: NadaCons: Todo. Sus parciales son tremendamente difíciles,1.5
376,Vi cálculo de ecuaciones diferenciales y fue una materia donde uno para entender el profesor tenia que estar muy bien preparado para cada clase ya que el profesor pone bastante nivel al cursoPros: Si uno aprovecha el curso sale muy bien preparadoCons: El profesor es muy despreocupado por la materia ,3.5
377,"Es una excelente profesora,se le nota el gusto por enseñar y tiene un  excelente dominio del temaPros: 
- Amabilidad
-Deja talleres útiles para estudiar cada tema,y dedica tiempo de las clases a resolver dudas.
-Dominio excelente de los temas
-Tiene una buena pedagogia,hace muchos ejemplos.y tiene buen ritmo,nunca va rapido.
",5
378,"La profe tiene una gran pasión por explicar matemáticas, además de su gran experiencia como docente. No empieza una clase sin antes preguntar si se tienen dudas de lo que ya se explicó y se toma el tiempo de repetirlo. Los talleres son una gran herramienta de estudio y sirven de preparación para los quices y parciales. Así como explica demasiado bien, exige en los parciales.Pros: Pedagogía.
Experiencia.
La clase es muy amena.
Buena preparación.",5
379,"Excelente profesora. Domina los temas y explica muy bien. Manda talleres para estudiar los temas. Los parciales y los quices salen de esos talleres, así que si los hace juicioso se asegura una buena nota. Al final quita el peor quiz. Cons: Los cupos con ella se van muy rápido. Se necesita un promedio alto (más o menos 4.3) ",5
380,"Gracias a la profe Martha, y a sus apasionadas y claras explicaciones me enamoré de las ecuaciones diferenciales. No se pierdan la oportunidad de inscribir alguna clase con ella.",5
381,"Excelente profesora, recomendada totalmente. 
La profesora Martha maneja de manera perfecta los temas y su forma de explicar y enseñar es sencillo (no se enreda ni sé confunde). Hace parecer sencillos los temas y se le entiende fácilmente. Los parciales son de estudiar pero no son difíciles. Se puede dejar alta la nota.
El monitor también sabe much...Leer más...Pros: Fácil de entender. 
Muy sencilla la profesora.
Clase interesante. ",5
382,"De las mejores profesoras del departamento, mucha paciencia para explicar y parciales justos.Pros: Amable, tranquila, facilidad de entenderle los conceptos nuevos.Cons: Casi nunca que se consigue cupo con ella.",5
383,"Mete con él si puedes estudiar autónomamente; él tiene un cronograma con vídeos que hizo, no pierdas ni uno, duran cómo 20 minutos. Si vez los vídeos entenderás todas las clases, si no, prepárate para no entender la teoríaPros: Es amable si ve que uno presta atención o necesita ayuda
Cons: No sabe explicar la parte teórica",4
384,"La realidad es que el profesor no es ni de lejos tan malo como dicen, de hecho es de los mejores profesores que he tenido durante mi vida académica. 

1. En sus clases no solo habla sobre matemáticas, si no también sobre otros temas (incluso nos propone ejercicios de estiramiento) y son bastante dinámicas.
2. El tipo se ofrece para hacer consultas ...Leer más...Pros: -Parciales sencillos si se estudia así sea solo con los videos. (y alguno que otro ejercicio)
-Ya dije que tiene videos en youtube?
-Tiene un blog con algunos parciales de semestres pasados (bastante util)
-Sube tareas, quices y ejercicios que uno puede hacer de forma voluntaria.Cons: -A veces llega tarde (nunca en días de parcial)
-En alguna que otra ocasión si puede llegar a ser irritante porque se pierde tiempo hablando de otros temas jaja
-Su notas solo consisten en los exámenes",4.5
385,"Padilla se encuentra el un limbo, entre ser un buen docente y un mal docente. Explica los temas desordenado y suele ser confuso. Sin embargo, utiliza unos metodos de enseñanza muy efectivos y  pocos comunes, que hacen que lo poco que se aprenda con él nunca se olvide. Padilla no es difícil, siempre y cuando se estudie por cuenta propia. Para ver Cá...Leer más...Pros: Si vas mal, te ayuda.
Es chistoso (dice chistes tan malos que son buenos) .
Te explica de manera amable una segunda vez.
Sus parciales son relativamente ""fáciles"" excepto el final. 
Cons: Llega tarde.
Se enoja si le pides una tercera explicación.
El parcial final es difícil. ",3
386,"Pasarás si tienes tiempo y dedicación para estudiar autónomamente, él tiene vídeos en su canal de YouTube, pero se basa principalmente en sus libros guía.
Tiene un fuerte enfoque en la parte gráfica. Sus parciales son complejos, pero pasables si estudias.
Pros: Siempre deja asignaciones de bonificación que suben hasta 1 unidad en los parciales.
Ofrece una ayuda a quienes perdieron al final del módulo, con un taller jodidamente largo.
Hace pausas activas, lee poesía y enseña lengua de señas en clase. Cons: Se limita exclusivamente a las notas de parciales para la definitiva, no hace quizes y los talleres que deja no los califica. Es muy fácil perder con él. Se enreda mucho explicando. 
Casi siempre llega tarde y saca excusas. ",2.9
387,"Padilla es un muy buen profesor, sabe lo que dicta y profundiza en explicaciones de temas que aunque no sean necesarios para el parcial son cosas que está bien saber, tiene un enfoque fuerte con las gráficas.Pros: Explica bien
Sigue las fechas que define desde el principio
Parciales fácilesCons: Llega tarde casi todas las clases cuando es clase de 7",4.3
388,"Como dijeron por ahí, Padilla se encuentra en el limbo. 
Para empezar el man sabe impactar en la vida del estudiante (para bien, claro), no solo enseña su materia, sino para la vida y como profesional, a nosotros nos enseñó lenguaje de señas y hace una sesión de estiramiento antes de empezar la clase. Explica muy distinto a como lo hacen la mayoría...Leer más...Pros: Da 2 bonificaciones que valen una unidad cada una en un parcial.
Es muy buena gente
Es divertido
Tiene una metodologia muy distintaCons: Se enoja si le preguntan varias veces lo mismo (bastante)
Tiene una metodologia muy distinta
Requiere trabajo autonomo",5
389,"Deficiente. Se enreda demasiado demostrando cosas que no van al caso, lo complica todo. No hace talleres ni quices para ayudar a retener lo que trata de explicar",1.5
390,"Pros: -Ayuda cuando se va mal.
-Se deja hablar en las revisiones de los parciales (Si hay algo que no esta tan explicito y se le explica, el lo vale)Cons: -Las explicaciones que da en clase son muy confusas.
-Llega tarde a las clases (media hora).
-Cuando deja acumular temas, los comienza a explicar muy rapido y superficial, pero luego si pide que se resuelva puntualmente ",2.9
391,"Caca, no inscribas con él.
Lo califico con 1.5 porque es el mínimo, que si no le colocaría 0.",1.5
392,"Avanza muy rápido, pero si se es atento se aprende muy bien.Pros: Resuelve dudas.
Explica bien.Cons: Es inpuntual.
Va muy rápido, toca estudiar ciertos conceptos por aparte para entender.
No regala decimas y redondea hacia abajo así sea 2.99995.",4.1
393,¿hay algún héroe que haya aprobado con una nota medianamente decente ?,1.5
394,"El profe Gabriel Padilla es apasionado por su materia, al menos en Álgebra Lineal, le interesa que los estudiantes aprendan, pero a mi juicio, su metodología es deficiente y suele enredarse mucho. Por otra parte, los parciales que hace son en el momento de hacerlos, muy difíciles.Pros: * Le gusta lo que hace, se nota pasión por la matemática.
* Si en clase dices que no entendiste, está dispuesto a repetir la explicación o a explicarte al final de clase, incluso en su oficina.
* Te vale aspectos del procedimiento hecho en los parciales, aún si la repuesta final es errada, por lo que si llegas al menos a cierto punto, no te rajas completamente.
* Suele contar anécdotas interesantes y hechos históricos curiosos respecto a los temas que explica.
* Ayuda un poco al final del curso, pero es hay que esforzarse mucho para conseguirlaCons: * A veces puede emocionarse y avanzar demasiado rápido en los temas, de modo que confunde a los estudiantes.
* No explica bien y se enoja cuando ve que nadie le entiende lo que ha tardado tanto en explicar
* A mi Juicio es algo desordenado con el orden en que presenta los temas. 
* Se enreda solo mientras explica
* Hace máximo 3 parciales en el semestre, de 3 preguntas, son sumamente difíciles y para poder pasar los exámenes debes ser un experto en el tema, cosa que obligatoriamente se consigue con estudio autónomo, pues nunca te quedará claro lo que explica en clase
* No hace talleres que ayuden a practicar y entender el tema, todo es estudio autónomo
",2
395,"Demasiado exigente, explica mal y hace parecer todo mas complejo, no tiene orden y solo acepta los metodos que el enseña, solo saca 3 notas (los 3 parciales) lo unico que le rescato es que cumple las fechas que da desde el principio.",2
396,"este man es el diablo en persona ,no enseña nada y esta re loco Pros: nada Cons: el man tiene todo lo malo q pude tener un profesor ",1.5
397,"No es malo explicando, pero explica muy rápido, no responde con buen tono las preguntas, se enoja con facilidad y no crea un buen vínculo con los estudiantesPros: Las evaluaciones son de los temas tratados y deja un taller al final que sirve mucho para subir la notaCons: Es muy temperamental, responde las preguntas con un tono feo, no dan ganas de preguntar",2
398,"Es un buen profesor, explica bien los temas, está abierto a atender dudas.Pros: AmableCons: Ocaml.
Los parciales son escritos .-.",4.3
399,Pros: Se aprende mucho y Es muy rigurosoCons: No permite llegar tarde ,4.5
400,"Es buen profesor, se ofende con todo y jamás se le ocurra que lo vea con celular y menos si es para tomarle foto al tablero, estará a un paso de que lo eche del salón. Es algo rápido se adhiere al libro como si fuese una biblia pero siento que da tips necesarios, su acento personalmente no me molesto para nada. Se debe tener estudio autónomo con es...Leer más...",4
401,"Es un profesor con el cual uno debe adaptarse a la dinámica de su clase, si se logra, sus clases se pueden aprovechar mucho, sin embargo es muy fácil perderse. Me pareció algo impersonal con los estudiantes. No obstante, no creo que sea un mal profesor, cómo dije, si se sabe llevar la clase, se le saco provechoPros: Deja un trabajo final que ayuda bastante 
Su forma de calificar es justaCons: Responde con mal tono las preguntas",3.5
402,"como bien dicen por ahi, es una persona muy rigurosa y a simple vista parece buena gente, sin embargo uno termina desconcertado de varias maenras, no es claro con la metodologia de sus parciales se le pregunto varias veces y nunca lo fue, va aser  a mano, sin embargo no son extremedamente dificiles, se consizo, el profesor no perdona ninguna desvia...Leer más...Pros: ocaml y su forma de programar, realmente lo saca a uno con algo valioso.
no le importan asistentes, o si uno pudo ir a clase.
parece que se anima por los temas, e intenta darle amor a los temas.
tiene momentos de pausa para trabajar en ejercicios y que uno revise lo que esta explicando.
con tiempo,mejor fuera de clase, puede resolver dudas y ser colaborativo
esrapido en entregar notasCons: ocaml y muchas de sus cosas eclécticas que uno entiende sino por su cuenta hasta el final.

es autoritario y temperamental, si ve a alguien con celular lo saca de la clase, parece no recibir con muy buen tono contra ejemplos.
puede montársela, evite incitarlo.
tiene letra muy compleja, háganse en los primeros asientos.
puede que explique muchas cosas pero no se apliquen.
pareciera que por poco trata  a sus estudiantes como inferiores

No es claro con la metodologia de sus parciales, y hubo un ejercicio que nadie del curso pudo hacer.

puede sacar muy pocas notas

puede hacer examen acumulatorio, pero de esos temas que nombro al azar en una clase 2 meses atras",3.5
403,Se ciñe mucho al contenido de su libro por lo cual recomiendo tenerlo lo mas pronto posible para así no perderse durante las clases ya que deja poco tiempo para resolver ejercicios antes de él empezarlos a hacer en el tablero. recomiendo llegar temprano las primeras semanas de clase para asi tener un buen puesto porque es indispensable concentrarse...Leer más...Pros: Regala su libro a través de su siteCons: un poco enojon,4
404,"Toda la clase esta enojado, si llega 15 minutos tarde no lo deja entrar, explica regular se le entiende pero hay que estudiar, se pierde explicando lo cual hace que se atrase el cronogrmama Pros: Se aprendeCons: Arrogante y malgeniado",1.9
405,"Pesimo profesor, no explica  nada bien y los ejercicios que pone ni siquiera el mismo los puede resolver, da la clase solamente para el y no le importa que los demas entiendan. Por otro lado es una persona arrogante y soberbia, se enoja facil y  mira por debajo a sus estudiantes. No es recomendable",1.5
